variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	variant_h2	notes
gene-SPN23F_RS03055	2.00E-01	3.52E-03	4.48E-01	-1.08E-01	1.43E-01	4.40E-02	
gene-SPN23F_RS03060	7.33E-01	7.24E-02	9.37E-01	-1.31E-02	1.67E-01	4.55E-03	
gene-SPN23F_RS03065	8.30E-01	6.30E-01	2.85E-01	-2.07E-01	1.93E-01	6.19E-02	
gene-SPN23F_RS03070	8.20E-01	8.84E-01	9.88E-01	-5.69E-03	3.77E-01	8.73E-04	
gene-SPN23F_RS03075	5.00E-02	5.21E-01	4.84E-01	-5.87E-02	8.37E-02	4.06E-02	
gene-SPN23F_RS03085	6.67E-01	3.90E-01	8.12E-01	2.38E-02	1.00E-01	1.38E-02	
gene-SPN23F_RS03090	3.07E-01	9.08E-02	8.97E-01	1.62E-02	1.24E-01	7.53E-03	
gene-SPN23F_RS03100	7.00E-01	1.76E-01	6.68E-01	-6.14E-02	1.43E-01	2.48E-02	
gene-SPN23F_RS03105	4.03E-01	1.69E-01	9.35E-01	-1.09E-02	1.33E-01	4.75E-03	
gene-SPN23F_RS03110	7.13E-01	1.09E-02	7.34E-01	3.32E-02	9.74E-02	1.97E-02	
gene-SPN23F_RS03115	3.43E-01	8.70E-01	4.07E-01	-1.02E-01	1.22E-01	4.80E-02	
gene-SPN23F_RS03120	2.00E-02	3.57E-01	4.17E-01	-1.40E-01	1.73E-01	4.70E-02	bad-chisq
gene-SPN23F_RS03125	2.20E-01	8.46E-01	4.65E-01	-1.29E-01	1.77E-01	4.23E-02	
gene-SPN23F_RS03130	2.43E-01	1.72E-03	9.72E-01	-5.78E-03	1.66E-01	2.02E-03	
gene-SPN23F_RS03135	2.23E-01	8.00E-02	5.88E-01	-6.90E-02	1.27E-01	3.14E-02	
gene-SPN23F_RS03145	9.23E-01	6.14E-01	8.19E-01	-3.70E-02	1.61E-01	1.33E-02	
gene-SPN23F_RS03150	2.20E-01	4.58E-03	6.47E-01	-7.01E-02	1.53E-01	2.65E-02	
gene-SPN23F_RS03155	2.33E-02	5.29E-02	3.74E-01	-2.86E-01	3.21E-01	5.15E-02	bad-chisq
gene-SPN23F_RS03170	4.97E-01	2.10E-01	7.16E-01	-3.43E-02	9.41E-02	2.11E-02	
gene-SPN23F_RS03175	7.43E-01	9.03E-01	6.82E-01	-4.79E-02	1.17E-01	2.38E-02	
gene-SPN23F_RS03180	8.10E-01	8.60E-01	7.01E-01	3.61E-02	9.40E-02	2.22E-02	
gene-SPN23F_RS03185	8.77E-01	3.49E-02	6.19E-01	-6.73E-02	1.35E-01	2.88E-02	
gene-SPN23F_RS03190	6.27E-01	1.70E-01	7.65E-01	-2.77E-02	9.26E-02	1.73E-02	
gene-SPN23F_RS03195	5.00E-01	7.15E-01	9.59E-01	-7.34E-03	1.43E-01	2.98E-03	
gene-SPN23F_RS14080	1.00E-01	3.17E-02	8.48E-01	-2.67E-02	1.39E-01	1.11E-02	
gene-SPN23F_RS03205	6.23E-01	2.29E-01	9.17E-01	-9.55E-03	9.10E-02	6.08E-03	
gene-SPN23F_RS03210	3.67E-01	8.47E-01	1.17E-01	1.47E-01	9.34E-02	9.06E-02	
gene-SPN23F_RS03215	8.13E-01	3.45E-02	5.18E-01	-7.46E-02	1.15E-01	3.75E-02	
gene-SPN23F_RS03220	5.03E-01	6.54E-01	7.89E-02	1.49E-01	8.46E-02	1.02E-01	
gene-SPN23F_RS03235	7.87E-01	5.47E-01	4.11E-01	-8.81E-02	1.07E-01	4.76E-02	
gene-SPN23F_RS03240	8.10E-01	1.90E-02	2.99E-02	2.16E-01	9.89E-02	1.25E-01	
gene-SPN23F_RS03245	7.07E-01	7.46E-01	1.98E-01	-2.19E-01	1.70E-01	7.45E-02	
gene-SPN23F_RS03255	6.80E-01	1.96E-01	2.28E-02	2.55E-01	1.12E-01	1.31E-01	
gene-SPN23F_RS03260	2.30E-01	4.37E-01	7.22E-01	-4.32E-02	1.21E-01	2.06E-02	
gene-SPN23F_RS03265	2.40E-01	8.48E-04	7.88E-01	2.44E-02	9.03E-02	1.56E-02	
gene-SPN23F_RS13820	3.10E-01	8.55E-06	3.19E-01	-1.08E-01	1.08E-01	5.78E-02	
gene-SPN23F_RS03275	6.60E-01	1.01E-02	5.43E-01	5.74E-02	9.42E-02	3.53E-02	
gene-SPN23F_RS03280	2.23E-01	5.60E-01	2.88E-01	1.22E-01	1.15E-01	6.15E-02	
gene-SPN23F_RS03285	2.47E-01	1.95E-01	7.39E-01	4.09E-02	1.23E-01	1.93E-02	
gene-SPN23F_RS03290	8.43E-01	7.73E-01	1.12E-01	-1.90E-01	1.19E-01	9.19E-02	
gene-SPN23F_RS03295	2.90E-01	4.42E-01	9.65E-01	-5.02E-03	1.14E-01	2.56E-03	
gene-SPN23F_RS03300	4.73E-01	4.29E-01	9.24E-01	-8.94E-03	9.37E-02	5.53E-03	
gene-SPN23F_RS03305	4.33E-01	2.24E-09	1.00E+00	2.55E-05	8.98E-02	1.65E-05	
gene-SPN23F_RS03310	8.87E-01	3.05E-01	7.36E-01	4.24E-02	1.26E-01	1.95E-02	
gene-SPN23F_RS03315	4.23E-01	3.42E-02	9.41E-01	-7.42E-03	1.01E-01	4.26E-03	
gene-SPN23F_RS03320	6.30E-01	3.01E-01	9.20E-01	1.00E-02	1.00E-01	5.79E-03	
gene-SPN23F_RS03325	2.80E-01	7.70E-03	2.68E-01	-1.36E-01	1.22E-01	6.41E-02	
gene-SPN23F_RS03330	7.07E-01	3.91E-01	8.60E-01	-1.68E-02	9.48E-02	1.03E-02	
gene-SPN23F_RS03335	8.50E-01	4.01E-03	5.57E-01	7.63E-02	1.30E-01	3.40E-02	
gene-SPN23F_RS03340	1.33E-02	8.46E-02	3.86E-01	-1.62E-01	1.86E-01	5.03E-02	bad-chisq
gene-SPN23F_RS03345	1.60E-01	8.63E-01	1.90E-01	1.97E-01	1.50E-01	7.58E-02	
gene-SPN23F_RS03370	9.13E-01	7.83E-02	8.97E-01	-1.87E-02	1.44E-01	7.53E-03	
gene-SPN23F_RS14180	4.53E-01	1.79E-02	8.66E-01	2.21E-02	1.31E-01	9.80E-03	
gene-SPN23F_RS03390	1.07E-01	1.79E-02	6.27E-01	9.77E-02	2.01E-01	2.82E-02	
gene-SPN23F_RS03395	2.70E-01	1.55E-04	6.45E-01	-5.13E-02	1.11E-01	2.67E-02	
gene-SPN23F_RS03400	2.03E-01	2.66E-03	3.27E-01	1.03E-01	1.05E-01	5.68E-02	
gene-SPN23F_RS03405	9.00E-02	2.46E-01	9.84E-01	3.24E-03	1.62E-01	1.16E-03	
gene-SPN23F_RS03410	1.67E-02	1.03E-01	4.06E-01	-2.37E-01	2.85E-01	4.82E-02	bad-chisq
gene-SPN23F_RS03415	3.80E-01	3.34E-01	9.25E-01	-9.89E-03	1.04E-01	5.49E-03	
gene-SPN23F_RS03425	2.00E-02	3.57E-01	9.84E-01	1.36E-02	6.71E-01	1.17E-03	bad-chisq
gene-SPN23F_RS03430	3.30E-01	6.99E-02	8.16E-01	2.51E-02	1.08E-01	1.35E-02	
gene-SPN23F_RS03435	4.47E-01	4.62E-01	7.39E-01	-3.73E-02	1.12E-01	1.93E-02	
gene-SPN23F_RS03440	4.40E-01	2.24E-02	2.86E-01	-1.16E-01	1.08E-01	6.18E-02	
gene-SPN23F_RS03445	2.00E-01	1.28E-04	6.65E-01	-5.05E-02	1.16E-01	2.51E-02	
gene-SPN23F_RS03450	4.13E-01	1.39E-04	7.85E-01	2.44E-02	8.92E-02	1.58E-02	
gene-SPN23F_RS03455	4.43E-01	1.91E-01	2.57E-01	-1.52E-01	1.34E-01	6.57E-02	
gene-SPN23F_RS03460	1.97E-01	7.89E-02	8.59E-01	2.62E-02	1.48E-01	1.03E-02	
gene-SPN23F_RS03465	5.97E-01	3.39E-04	9.68E-01	-4.51E-03	1.12E-01	2.32E-03	
gene-SPN23F_RS03470	5.77E-01	1.92E-03	6.78E-01	5.19E-02	1.25E-01	2.41E-02	
gene-SPN23F_RS03475	7.77E-01	8.62E-03	3.04E-01	-1.12E-01	1.09E-01	5.95E-02	
gene-SPN23F_RS03480	4.60E-01	2.08E-03	9.15E-01	-6.95E-03	6.54E-02	6.16E-03	
gene-SPN23F_RS03485	3.83E-01	3.39E-02	6.28E-01	-5.83E-02	1.20E-01	2.81E-02	
gene-SPN23F_RS03490	4.23E-01	1.40E-06	2.43E-01	-1.18E-01	1.01E-01	6.76E-02	
gene-SPN23F_RS03495	1.60E-01	1.67E-03	4.08E-01	-1.52E-01	1.84E-01	4.79E-02	
gene-SPN23F_RS03500	5.87E-01	9.03E-03	3.29E-01	-1.18E-01	1.21E-01	5.66E-02	
gene-SPN23F_RS03505	1.13E-01	3.25E-03	2.96E-01	-1.42E-01	1.35E-01	6.05E-02	
gene-SPN23F_RS03510	1.40E-01	1.21E-01	6.07E-01	-7.96E-02	1.55E-01	2.98E-02	
gene-SPN23F_RS03515	6.53E-01	9.40E-01	8.41E-02	-2.26E-01	1.30E-01	9.99E-02	
gene-SPN23F_RS03520	4.50E-01	7.41E-01	7.20E-01	4.28E-02	1.19E-01	2.08E-02	
gene-SPN23F_RS03525	4.60E-01	4.10E-01	3.06E-01	-1.10E-01	1.07E-01	5.92E-02	
gene-SPN23F_RS03530	1.67E-01	3.02E-01	8.35E-01	-1.45E-02	6.97E-02	1.21E-02	
gene-SPN23F_RS03535	6.07E-01	1.05E-01	5.41E-01	-5.53E-02	9.03E-02	3.55E-02	
gene-SPN23F_RS03540	1.70E-01	8.69E-01	3.21E-01	2.45E-01	2.46E-01	5.75E-02	
gene-SPN23F_RS03545	6.17E-01	3.84E-01	8.63E-01	1.93E-02	1.12E-01	9.98E-03	
gene-SPN23F_RS03550	1.23E-01	5.29E-01	6.26E-01	1.75E-01	3.59E-01	2.82E-02	
gene-SPN23F_RS03560	7.37E-01	7.56E-01	9.18E-01	-1.51E-02	1.46E-01	5.99E-03	
gene-SPN23F_RS03565	1.20E-01	6.11E-01	9.23E-01	-1.54E-02	1.60E-01	5.58E-03	
gene-SPN23F_RS03570	4.20E-01	1.23E-01	7.75E-01	2.99E-02	1.04E-01	1.66E-02	
gene-SPN23F_RS03580	4.33E-02	7.69E-03	4.39E-01	-1.63E-01	2.11E-01	4.48E-02	bad-chisq
gene-SPN23F_RS03585	4.00E-02	7.39E-02	5.14E-01	1.74E-01	2.66E-01	3.78E-02	
gene-SPN23F_RS13830	3.90E-01	2.77E-02	7.98E-01	2.89E-02	1.13E-01	1.49E-02	
gene-SPN23F_RS03595	5.97E-01	8.93E-01	5.78E-01	-6.43E-02	1.16E-01	3.22E-02	
gene-SPN23F_RS03610	3.67E-02	2.50E-01	8.48E-01	1.85E-02	9.63E-02	1.11E-02	
gene-SPN23F_RS03620	7.30E-01	5.26E-03	2.30E-01	-1.21E-01	1.01E-01	6.95E-02	
gene-SPN23F_RS03625	7.90E-01	6.27E-01	9.28E-01	-1.81E-02	2.01E-01	5.21E-03	
gene-SPN23F_RS03630	1.07E-01	5.92E-03	6.65E-01	-8.04E-02	1.85E-01	2.51E-02	
gene-SPN23F_RS03635	6.03E-01	5.54E-07	1.48E-02	-2.98E-01	1.22E-01	1.41E-01	
gene-SPN23F_RS03640	4.70E-01	4.47E-04	1.13E-02	-2.55E-01	1.00E-01	1.46E-01	
gene-SPN23F_RS13835	1.60E-01	8.74E-01	9.19E-01	-7.90E-03	7.80E-02	5.87E-03	
gene-SPN23F_RS03650	1.33E-01	7.93E-01	4.08E-02	2.37E-01	1.15E-01	1.18E-01	
gene-SPN23F_RS03655	3.43E-01	1.78E-04	4.38E-01	7.97E-02	1.03E-01	4.49E-02	
gene-SPN23F_RS03660	7.70E-01	1.25E-01	8.28E-01	3.99E-02	1.83E-01	1.26E-02	
gene-SPN23F_RS03665	3.80E-01	3.02E-10	1.67E-05	-4.84E-01	1.11E-01	2.46E-01	
gene-SPN23F_RS03670	5.10E-01	1.68E-04	4.47E-05	4.37E-01	1.05E-01	2.33E-01	
gene-SPN23F_RS03675	7.77E-01	4.11E-02	3.23E-01	1.01E-01	1.02E-01	5.73E-02	
gene-SPN23F_RS03680	1.13E-01	3.25E-03	3.86E-01	1.61E-01	1.86E-01	5.02E-02	
gene-SPN23F_RS03685	9.47E-01	2.95E-03	3.51E-03	5.57E-01	1.89E-01	1.68E-01	bad-chisq
gene-SPN23F_RS03690	8.17E-01	1.28E-05	2.42E-07	6.01E-01	1.14E-01	2.93E-01	
gene-SPN23F_RS03695	4.60E-01	1.89E-02	2.50E-01	1.09E-01	9.50E-02	6.66E-02	
gene-SPN23F_RS03705	2.67E-02	3.82E-02	7.66E-01	-5.33E-02	1.79E-01	1.72E-02	bad-chisq
gene-SPN23F_RS03710	9.67E-02	9.62E-02	6.66E-02	1.89E-01	1.03E-01	1.06E-01	
gene-SPN23F_RS03715	9.67E-02	2.10E-01	6.20E-01	9.43E-02	1.90E-01	2.87E-02	
gene-SPN23F_RS03720	8.67E-01	6.50E-01	7.10E-01	-5.55E-02	1.49E-01	2.15E-02	
gene-SPN23F_RS03725	9.30E-01	7.07E-01	9.15E-01	-2.33E-02	2.19E-01	6.16E-03	
gene-SPN23F_RS03730	2.50E-01	2.98E-07	1.81E-02	2.92E-01	1.23E-01	1.36E-01	
gene-SPN23F_RS03735	5.57E-01	8.25E-04	3.28E-02	1.89E-01	8.81E-02	1.23E-01	
gene-SPN23F_RS03740	6.13E-01	8.83E-02	9.44E-02	1.65E-01	9.81E-02	9.67E-02	
gene-SPN23F_RS03745	7.87E-01	3.80E-04	1.73E-02	2.53E-01	1.06E-01	1.37E-01	
gene-SPN23F_RS03750	3.37E-01	2.42E-06	2.39E-02	1.94E-01	8.54E-02	1.30E-01	
gene-SPN23F_RS03755	6.03E-01	7.76E-01	7.93E-01	1.29E-02	4.93E-02	1.52E-02	
gene-SPN23F_RS03765	9.40E-01	2.88E-03	7.51E-01	-5.50E-02	1.74E-01	1.84E-02	
gene-SPN23F_RS03775	5.20E-01	2.46E-03	2.74E-02	1.92E-01	8.67E-02	1.27E-01	
gene-SPN23F_RS03780	2.00E-02	3.57E-01	9.84E-01	1.36E-02	6.71E-01	1.17E-03	bad-chisq
gene-SPN23F_RS03785	3.20E-01	1.89E-01	8.45E-01	-2.14E-02	1.10E-01	1.13E-02	
gene-SPN23F_RS03790	4.93E-01	6.82E-08	1.61E-02	2.14E-01	8.82E-02	1.39E-01	
gene-SPN23F_RS03795	7.03E-01	9.06E-01	7.20E-01	-3.47E-02	9.66E-02	2.08E-02	
gene-SPN23F_RS03800	6.33E-02	1.22E-03	4.12E-01	1.13E-01	1.37E-01	4.75E-02	
gene-SPN23F_RS03805	4.30E-01	2.92E-01	1.50E-01	-1.32E-01	9.11E-02	8.34E-02	
gene-SPN23F_RS03810	5.67E-02	1.44E-06	2.21E-03	7.29E-01	2.36E-01	1.76E-01	
gene-SPN23F_RS03815	4.63E-01	3.34E-02	9.99E-01	9.26E-05	9.47E-02	5.67E-05	
gene-SPN23F_RS03820	3.20E-01	2.53E-04	4.51E-01	-8.87E-02	1.17E-01	4.37E-02	
gene-SPN23F_RS03825	4.33E-02	7.69E-03	5.31E-01	-1.87E-01	2.98E-01	3.64E-02	bad-chisq
gene-SPN23F_RS03830	6.03E-01	7.76E-01	2.05E-01	-1.25E-01	9.86E-02	7.33E-02	
gene-SPN23F_RS03840	5.80E-01	1.16E-06	5.31E-01	-5.47E-02	8.72E-02	3.63E-02	
gene-SPN23F_RS03850	6.90E-01	9.04E-03	9.73E-01	-3.62E-03	1.05E-01	2.00E-03	
gene-SPN23F_RS03855	5.13E-01	3.09E-02	8.43E-01	2.15E-02	1.09E-01	1.15E-02	
gene-SPN23F_RS03860	1.17E-01	2.53E-01	8.42E-01	3.58E-02	1.80E-01	1.15E-02	
gene-SPN23F_RS03865	5.57E-01	4.31E-03	6.97E-01	4.56E-02	1.17E-01	2.26E-02	
gene-SPN23F_RS03875	4.77E-01	3.42E-01	8.54E-01	-1.95E-02	1.05E-01	1.07E-02	
gene-SPN23F_RS03880	7.00E-01	7.32E-06	3.30E-01	9.89E-02	1.01E-01	5.65E-02	
gene-SPN23F_RS03885	8.37E-01	5.49E-01	6.36E-01	6.13E-02	1.29E-01	2.74E-02	
gene-SPN23F_RS03890	8.47E-01	5.06E-02	5.02E-01	8.60E-02	1.28E-01	3.89E-02	
gene-SPN23F_RS03895	2.53E-01	3.87E-01	8.52E-01	-2.10E-02	1.12E-01	1.08E-02	
gene-SPN23F_RS03900	1.40E-01	3.66E-01	8.79E-01	1.54E-02	1.01E-01	8.84E-03	
gene-SPN23F_RS03905	1.80E-01	6.87E-03	7.87E-01	2.30E-02	8.49E-02	1.57E-02	
gene-SPN23F_RS03910	3.67E-01	4.21E-06	2.79E-01	1.30E-01	1.20E-01	6.27E-02	
gene-SPN23F_RS03930	8.33E-02	2.88E-01	8.89E-01	2.45E-02	1.75E-01	8.12E-03	
gene-SPN23F_RS03935	4.73E-01	6.69E-01	4.70E-01	-7.09E-02	9.80E-02	4.19E-02	
gene-SPN23F_RS03945	7.23E-01	2.21E-01	4.76E-01	-7.51E-02	1.05E-01	4.13E-02	
gene-SPN23F_RS03950	9.67E-02	1.04E-01	6.23E-01	-6.17E-02	1.25E-01	2.85E-02	
gene-SPN23F_RS03955	6.57E-01	3.89E-01	6.65E-01	-5.28E-02	1.22E-01	2.51E-02	
gene-SPN23F_RS03960	1.33E-02	6.92E-01	8.69E-01	6.69E-02	4.06E-01	9.54E-03	bad-chisq
gene-SPN23F_RS03965	4.00E-02	2.43E-01	4.43E-01	1.86E-01	2.43E-01	4.44E-02	
gene-SPN23F_RS03970	2.00E-02	3.57E-01	9.84E-01	1.36E-02	6.71E-01	1.17E-03	bad-chisq
gene-SPN23F_RS03975	7.67E-02	3.36E-01	6.86E-01	-8.52E-02	2.10E-01	2.35E-02	
gene-SPN23F_RS03990	3.40E-01	2.12E-02	5.65E-01	5.34E-02	9.26E-02	3.34E-02	
gene-SPN23F_RS04010	3.43E-01	6.22E-05	2.31E-01	1.36E-01	1.13E-01	6.94E-02	
gene-SPN23F_RS04015	7.53E-01	6.92E-01	3.50E-01	1.20E-01	1.28E-01	5.42E-02	
gene-SPN23F_RS04020	3.67E-02	2.50E-01	7.11E-01	-6.45E-02	1.74E-01	2.15E-02	
gene-SPN23F_RS04025	4.33E-02	1.41E-01	5.67E-02	-3.81E-01	1.99E-01	1.10E-01	
gene-SPN23F_RS04030	8.90E-01	5.16E-01	6.73E-01	5.63E-02	1.33E-01	2.44E-02	
gene-SPN23F_RS04035	9.70E-01	1.36E-01	6.49E-01	8.16E-02	1.79E-01	2.64E-02	bad-chisq
gene-SPN23F_RS04040	5.07E-01	2.55E-02	1.72E-01	2.02E-01	1.48E-01	7.90E-02	
gene-SPN23F_RS04045	3.03E-01	2.08E-01	9.21E-01	-1.11E-02	1.12E-01	5.74E-03	
gene-SPN23F_RS04055	3.80E-01	3.00E-01	7.18E-01	4.82E-02	1.33E-01	2.09E-02	
gene-SPN23F_RS04060	2.90E-01	6.17E-06	1.36E-01	-2.03E-01	1.36E-01	8.62E-02	
gene-SPN23F_RS04070	1.07E-01	1.14E-01	8.45E-01	-2.46E-02	1.25E-01	1.14E-02	
gene-SPN23F_RS04075	6.30E-01	4.11E-02	3.37E-01	1.66E-01	1.72E-01	5.57E-02	
gene-SPN23F_RS04080	4.50E-01	2.56E-01	1.04E-01	-1.52E-01	9.34E-02	9.40E-02	
gene-SPN23F_RS04085	8.93E-01	1.44E-05	6.41E-01	7.38E-02	1.58E-01	2.70E-02	
gene-SPN23F_RS04090	6.77E-01	1.17E-06	6.93E-01	-4.33E-02	1.10E-01	2.29E-02	
gene-SPN23F_RS04095	8.30E-01	6.30E-01	8.10E-01	-4.25E-02	1.77E-01	1.39E-02	
gene-SPN23F_RS04100	1.53E-01	3.80E-05	1.27E-01	2.27E-01	1.48E-01	8.84E-02	
gene-SPN23F_RS12135	9.60E-01	5.85E-01	9.53E-01	1.41E-02	2.41E-01	3.40E-03	
gene-SPN23F_RS04115	6.30E-01	4.69E-02	6.14E-01	-5.17E-02	1.03E-01	2.92E-02	
gene-SPN23F_RS14090	3.50E-01	4.27E-02	9.11E-01	-9.05E-03	8.10E-02	6.47E-03	
gene-SPN23F_RS04120	2.07E-01	3.24E-01	9.36E-01	-1.28E-02	1.60E-01	4.63E-03	
gene-SPN23F_RS04125	4.20E-01	9.49E-01	8.97E-01	1.24E-02	9.58E-02	7.49E-03	
gene-SPN23F_RS04130	1.77E-01	4.69E-07	9.36E-01	-7.33E-03	9.12E-02	4.66E-03	
gene-SPN23F_RS04140	7.00E-02	1.84E-01	8.65E-01	-2.34E-02	1.37E-01	9.85E-03	
gene-SPN23F_RS04145	2.37E-01	3.00E-01	3.23E-01	9.82E-02	9.92E-02	5.72E-02	
gene-SPN23F_RS04150	2.23E-01	5.59E-01	8.65E-01	9.33E-03	5.49E-02	9.84E-03	
gene-SPN23F_RS04155	7.33E-01	4.00E-03	9.15E-01	-1.68E-02	1.57E-01	6.19E-03	
gene-SPN23F_RS04160	4.67E-02	1.06E-01	9.10E-01	-3.17E-02	2.80E-01	6.57E-03	
gene-SPN23F_RS04165	7.20E-01	2.71E-02	8.38E-01	-2.21E-02	1.08E-01	1.18E-02	
gene-SPN23F_RS04175	3.30E-01	9.64E-03	8.34E-02	1.40E-01	8.05E-02	1.00E-01	
gene-SPN23F_RS04180	3.40E-01	2.12E-02	9.09E-01	-1.26E-02	1.10E-01	6.65E-03	
gene-SPN23F_RS04190	3.97E-01	4.35E-01	9.98E-01	2.97E-04	1.06E-01	1.63E-04	
gene-SPN23F_RS04205	6.17E-01	3.62E-05	5.10E-01	-5.80E-02	8.79E-02	3.82E-02	
gene-SPN23F_RS04210	9.50E-01	2.30E-01	8.86E-01	2.55E-02	1.78E-01	8.28E-03	
gene-SPN23F_RS04215	4.93E-01	2.42E-01	2.61E-01	1.04E-01	9.22E-02	6.50E-02	
gene-SPN23F_RS04220	7.83E-01	2.77E-01	8.92E-01	-1.68E-02	1.24E-01	7.90E-03	
gene-SPN23F_RS14095	4.40E-01	1.64E-01	7.40E-01	4.06E-02	1.22E-01	1.93E-02	
gene-SPN23F_RS13625	2.30E-01	3.47E-02	8.97E-01	-1.34E-02	1.04E-01	7.47E-03	
gene-SPN23F_RS04230	5.87E-01	1.99E-02	6.22E-01	5.57E-02	1.13E-01	2.86E-02	
gene-SPN23F_RS04235	5.87E-01	1.43E-05	2.25E-01	1.71E-01	1.40E-01	7.03E-02	
gene-SPN23F_RS04240	1.27E-01	1.06E-05	3.45E-01	-1.43E-01	1.51E-01	5.47E-02	bad-chisq
gene-SPN23F_RS04250	5.03E-01	2.60E-02	5.36E-01	6.91E-02	1.11E-01	3.59E-02	
gene-SPN23F_RS04255	4.30E-01	3.24E-02	2.57E-01	1.22E-01	1.07E-01	6.57E-02	
gene-SPN23F_RS04260	8.03E-01	7.01E-01	8.09E-01	4.70E-02	1.94E-01	1.40E-02	
gene-SPN23F_RS04265	8.10E-01	6.27E-01	2.91E-01	1.85E-01	1.75E-01	6.12E-02	
gene-SPN23F_RS04275	8.23E-01	7.98E-01	7.54E-01	6.34E-02	2.02E-01	1.82E-02	
gene-SPN23F_RS04290	1.67E-01	9.18E-02	9.33E-01	1.43E-02	1.70E-01	4.86E-03	
gene-SPN23F_RS04295	7.27E-01	8.17E-01	7.48E-01	-5.25E-02	1.63E-01	1.86E-02	
gene-SPN23F_RS04300	5.90E-01	1.96E-01	4.29E-01	1.02E-01	1.29E-01	4.58E-02	
gene-SPN23F_RS04305	7.47E-01	8.85E-02	2.34E-01	1.82E-01	1.53E-01	6.90E-02	
gene-SPN23F_RS04310	2.03E-01	1.35E-01	1.96E-01	1.33E-01	1.03E-01	7.48E-02	
gene-SPN23F_RS04315	5.10E-01	5.80E-05	3.80E-01	-1.17E-01	1.33E-01	5.09E-02	
gene-SPN23F_RS04320	2.67E-01	6.73E-01	8.28E-01	-3.17E-02	1.46E-01	1.26E-02	
gene-SPN23F_RS04325	6.97E-01	2.74E-04	9.70E-01	6.89E-03	1.81E-01	2.21E-03	
gene-SPN23F_RS04330	2.37E-01	3.48E-02	9.25E-01	9.71E-03	1.04E-01	5.44E-03	
gene-SPN23F_RS04335	4.17E-01	6.07E-01	2.30E-01	1.25E-01	1.04E-01	6.96E-02	
gene-SPN23F_RS04340	1.67E-01	2.78E-03	7.76E-01	3.71E-02	1.30E-01	1.65E-02	
gene-SPN23F_RS04345	1.37E-01	3.67E-06	4.33E-01	-1.10E-01	1.41E-01	4.55E-02	bad-chisq
gene-SPN23F_RS04350	8.00E-01	9.03E-01	6.49E-01	8.35E-02	1.83E-01	2.64E-02	
gene-SPN23F_RS04355	6.00E-01	1.14E-02	8.33E-01	-2.51E-02	1.19E-01	1.23E-02	
gene-SPN23F_RS04360	8.00E-01	1.81E-01	8.48E-01	-4.65E-02	2.42E-01	1.11E-02	
gene-SPN23F_RS04365	7.53E-01	4.64E-01	7.76E-01	-3.91E-02	1.37E-01	1.65E-02	
gene-SPN23F_RS04370	4.30E-01	1.71E-02	9.59E-01	5.26E-03	1.01E-01	3.01E-03	
gene-SPN23F_RS04375	5.97E-01	3.61E-02	9.39E-01	-9.01E-03	1.17E-01	4.47E-03	
gene-SPN23F_RS04380	2.30E-01	3.20E-07	2.69E-01	-1.38E-01	1.24E-01	6.40E-02	
gene-SPN23F_RS04385	7.23E-01	7.74E-02	7.93E-01	4.22E-02	1.61E-01	1.52E-02	
gene-SPN23F_RS04390	5.30E-01	7.10E-02	7.41E-01	4.26E-02	1.29E-01	1.92E-02	
gene-SPN23F_RS12175	3.43E-01	2.70E-02	1.38E-01	7.52E-02	5.05E-02	8.59E-02	
gene-SPN23F_RS04415	3.33E-02	2.00E-02	6.76E-01	-5.28E-02	1.26E-01	2.42E-02	bad-chisq
gene-SPN23F_RS04420	5.57E-01	6.07E-02	9.78E-01	2.79E-03	1.03E-01	1.58E-03	
gene-SPN23F_RS04425	1.30E-01	3.88E-01	5.16E-01	-9.11E-02	1.40E-01	3.76E-02	
gene-SPN23F_RS04430	3.70E-01	1.38E-01	9.78E-01	-3.12E-03	1.14E-01	1.58E-03	
gene-SPN23F_RS04435	1.27E-01	2.95E-02	5.11E-01	1.15E-01	1.74E-01	3.81E-02	
gene-SPN23F_RS04445	6.43E-01	1.22E-03	2.60E-01	1.02E-01	9.08E-02	6.52E-02	
gene-SPN23F_RS12185	4.30E-01	2.16E-06	9.75E-01	-3.39E-03	1.06E-01	1.85E-03	
gene-SPN23F_RS04475	7.00E-01	3.61E-02	9.13E-01	-1.17E-02	1.07E-01	6.31E-03	
gene-SPN23F_RS04480	7.20E-01	8.20E-01	4.95E-01	8.75E-02	1.28E-01	3.95E-02	
gene-SPN23F_RS04485	9.60E-01	2.43E-01	6.10E-02	2.67E-01	1.42E-01	1.08E-01	
gene-SPN23F_RS13860	7.13E-01	7.41E-12	1.30E-01	-2.07E-01	1.36E-01	8.76E-02	
gene-SPN23F_RS04495	9.30E-01	2.05E-04	7.11E-01	-5.87E-02	1.58E-01	2.15E-02	
gene-SPN23F_RS04500	9.23E-01	3.86E-01	3.06E-01	1.67E-01	1.63E-01	5.93E-02	
gene-SPN23F_RS04515	1.33E-02	1.45E-01	6.77E-01	-7.91E-02	1.90E-01	2.41E-02	bad-chisq
gene-SPN23F_RS04520	1.13E-01	8.78E-04	7.03E-01	-4.85E-02	1.27E-01	2.21E-02	
gene-SPN23F_RS04525	5.33E-01	4.55E-01	5.19E-01	6.33E-02	9.80E-02	3.74E-02	
