GeneID	Annotation
cds-WP_001203672.1	WP_001203672.1
gene-SPN23F_RS08650	SPN23F_RS08650
cds-WP_000119153.1	WP_000119153.1
gene-SPN23F_RS08655	SPN23F_RS08655
cds-WP_000055451.1	WP_000055451.1
gene-SPN23F_RS08660	SPN23F_RS08660
cds-WP_000498761.1	WP_000498761.1
gene-SPN23F_RS08665	SPN23F_RS08665
cds-WP_001245352.1	WP_001245352.1
gene-SPN23F_RS08670	SPN23F_RS08670
cds-WP_000895287.1	WP_000895287.1
gene-SPN23F_RS13960	SPN23F_RS13960
cds-WP_000693430.1	WP_000693430.1
cds-SPN23F_RS13060	
gene-SPN23F_RS08685	SPN23F_RS08685
cds-WP_000076185.1	WP_000076185.1
gene-SPN23F_RS08690	scrK
cds-WP_000164313.1	WP_000164313.1
gene-SPN23F_RS08695	SPN23F_RS08695
cds-WP_001064552.1	WP_001064552.1
gene-SPN23F_RS08705	SPN23F_RS08705
cds-WP_000455313.1	WP_000455313.1
gene-SPN23F_RS08710	SPN23F_RS08710
cds-WP_000225980.1	WP_000225980.1
gene-SPN23F_RS08715	SPN23F_RS08715
cds-WP_000704388.1	WP_000704388.1
gene-SPN23F_RS08720	SPN23F_RS08720
cds-WP_000151957.1	WP_000151957.1
gene-SPN23F_RS08725	SPN23F_RS08725
cds-WP_001814299.1	WP_001814299.1
cds-SPN23F_RS12525	
gene-SPN23F_RS08740	SPN23F_RS08740
cds-WP_000176924.1	WP_000176924.1
gene-SPN23F_RS08745	SPN23F_RS08745
cds-WP_000392877.1	WP_000392877.1
gene-SPN23F_RS08750	stkP
cds-WP_000614540.1	WP_000614540.1
gene-SPN23F_RS08755	SPN23F_RS08755
cds-WP_000406248.1	WP_000406248.1
gene-SPN23F_RS08760	rsmB
cds-WP_001812475.1	WP_001812475.1
gene-SPN23F_RS08765	fmt
cds-WP_000163704.1	WP_000163704.1
gene-SPN23F_RS08770	SPN23F_RS08770
cds-WP_001152092.1	WP_001152092.1
gene-SPN23F_RS08775	rpoZ
cds-WP_000979235.1	WP_000979235.1
gene-SPN23F_RS08780	gmk
cds-WP_000775037.1	WP_000775037.1
gene-SPN23F_RS08785	SPN23F_RS08785
cds-WP_000404940.1	WP_000404940.1
cds-SPN23F_RS08790	
gene-SPN23F_RS08795	SPN23F_RS08795
cds-WP_000669600.1	WP_000669600.1
gene-SPN23F_RS13600	SPN23F_RS13600
cds-WP_000899898.1	WP_000899898.1
cds-SPN23F_RS14225	
cds-SPN23F_RS14265	
cds-SPN23F_RS12540	
gene-SPN23F_RS08820	SPN23F_RS08820
cds-WP_000156346.1	WP_000156346.1
gene-SPN23F_RS08825	SPN23F_RS08825
cds-WP_000257066.1	WP_000257066.1
gene-SPN23F_RS08830	rsfS
cds-WP_001003001.1	WP_001003001.1
gene-SPN23F_RS08835	SPN23F_RS08835
cds-WP_000844707.1	WP_000844707.1
gene-SPN23F_RS08840	yqeK
cds-WP_000121651.1	WP_000121651.1
gene-SPN23F_RS08845	SPN23F_RS08845
cds-WP_000151313.1	WP_000151313.1
gene-SPN23F_RS08850	yhbY
cds-WP_000060169.1	WP_000060169.1
gene-SPN23F_RS08855	yqeH
cds-WP_000391203.1	WP_000391203.1
gene-SPN23F_RS08860	SPN23F_RS08860
cds-WP_000963728.1	WP_000963728.1
gene-SPN23F_RS08865	SPN23F_RS08865
cds-WP_000242240.1	WP_000242240.1
gene-SPN23F_RS08870	SPN23F_RS08870
cds-WP_001168885.1	WP_001168885.1
cds-SPN23F_RS08875	
gene-SPN23F_RS08880	SPN23F_RS08880
cds-WP_000028165.1	WP_000028165.1
gene-SPN23F_RS13970	SPN23F_RS13970
cds-WP_000693219.1	WP_000693219.1
gene-SPN23F_RS08890	asp5
cds-WP_000569970.1	WP_000569970.1
gene-SPN23F_RS08895	asp4
cds-WP_001287962.1	WP_001287962.1
gene-SPN23F_RS08900	gtfB
cds-WP_000571755.1	WP_000571755.1
gene-SPN23F_RS08905	gtfA
cds-WP_000158459.1	WP_000158459.1
gene-SPN23F_RS08910	secA2
cds-WP_000489783.1	WP_000489783.1
gene-SPN23F_RS08915	asp3
cds-WP_000587538.1	WP_000587538.1
gene-SPN23F_RS08920	asp2
cds-WP_000032115.1	WP_000032115.1
gene-SPN23F_RS08925	asp1
cds-WP_000291153.1	WP_000291153.1
gene-SPN23F_RS08930	secY2
cds-WP_000161879.1	WP_000161879.1
gene-SPN23F_RS08935	SPN23F_RS08935
cds-WP_001292322.1	WP_001292322.1
gene-SPN23F_RS08940	SPN23F_RS08940
cds-WP_001232158.1	WP_001232158.1
gene-SPN23F_RS08945	SPN23F_RS08945
cds-WP_000938701.1	WP_000938701.1
gene-SPN23F_RS08950	SPN23F_RS08950
cds-WP_000653913.1	WP_000653913.1
gene-SPN23F_RS08955	SPN23F_RS08955
cds-WP_000598035.1	WP_000598035.1
cds-SPN23F_RS08960	
cds-SPN23F_RS08965	
gene-SPN23F_RS08975	SPN23F_RS08975
cds-WP_001093470.1	WP_001093470.1
gene-SPN23F_RS08980	SPN23F_RS08980
cds-WP_000341102.1	WP_000341102.1
gene-SPN23F_RS12555	SPN23F_RS12555
cds-WP_079199710.1	WP_079199710.1
gene-SPN23F_RS08995	SPN23F_RS08995
cds-WP_000514203.1	WP_000514203.1
gene-SPN23F_RS14270	SPN23F_RS14270
cds-WP_001861345.1	WP_001861345.1
gene-SPN23F_RS09000	SPN23F_RS09000
cds-WP_000221627.1	WP_000221627.1
gene-SPN23F_RS09005	SPN23F_RS09005
cds-WP_000570244.1	WP_000570244.1
gene-SPN23F_RS09010	trxA
cds-WP_001029580.1	WP_001029580.1
gene-SPN23F_RS09015	queF
cds-WP_000828755.1	WP_000828755.1
gene-SPN23F_RS13435	SPN23F_RS13435
cds-WP_000464401.1	WP_000464401.1
gene-SPN23F_RS09025	SPN23F_RS09025
cds-WP_000714837.1	WP_000714837.1
gene-SPN23F_RS09030	SPN23F_RS09030
cds-WP_000284095.1	WP_000284095.1
gene-SPN23F_RS13440	SPN23F_RS13440
cds-WP_000523770.1	WP_000523770.1
gene-SPN23F_RS09040	pepF
cds-WP_000435550.1	WP_000435550.1
gene-SPN23F_RS09045	SPN23F_RS09045
cds-WP_001188182.1	WP_001188182.1
gene-SPN23F_RS09050	prmA
cds-WP_000451122.1	WP_000451122.1
gene-SPN23F_RS09055	SPN23F_RS09055
cds-WP_001028058.1	WP_001028058.1
gene-SPN23F_RS09060	SPN23F_RS09060
cds-WP_000529017.1	WP_000529017.1
gene-SPN23F_RS09065	SPN23F_RS09065
cds-WP_000747915.1	WP_000747915.1
cds-SPN23F_RS09070	
gene-SPN23F_RS09075	SPN23F_RS09075
cds-WP_000719700.1	WP_000719700.1
gene-SPN23F_RS09080	SPN23F_RS09080
cds-WP_000257084.1	WP_000257084.1
gene-SPN23F_RS09085	SPN23F_RS09085
cds-WP_000961810.1	WP_000961810.1
gene-SPN23F_RS09090	SPN23F_RS09090
cds-WP_001132287.1	WP_001132287.1
gene-SPN23F_RS09095	SPN23F_RS09095
cds-WP_001048906.1	WP_001048906.1
gene-SPN23F_RS09100	SPN23F_RS09100
cds-WP_000818080.1	WP_000818080.1
gene-SPN23F_RS09105	SPN23F_RS09105
cds-WP_001113205.1	WP_001113205.1
gene-SPN23F_RS09110	SPN23F_RS09110
gene-SPN23F_RS09115	SPN23F_RS09115
cds-WP_000502535.1	WP_000502535.1
gene-SPN23F_RS09120	SPN23F_RS09120
cds-WP_000669751.1	WP_000669751.1
gene-SPN23F_RS09125	SPN23F_RS09125
cds-WP_000797961.1	WP_000797961.1
gene-SPN23F_RS09130	SPN23F_RS09130
cds-WP_001084979.1	WP_001084979.1
gene-SPN23F_RS09135	SPN23F_RS09135
cds-WP_000230202.1	WP_000230202.1
gene-SPN23F_RS09140	mgaSpn
cds-WP_001205280.1	WP_001205280.1
gene-SPN23F_RS09145	SPN23F_RS09145
cds-WP_001809002.1	WP_001809002.1
gene-SPN23F_RS09150	amaP
cds-WP_000030213.1	WP_000030213.1
gene-SPN23F_RS09155	SPN23F_RS09155
cds-WP_000455066.1	WP_000455066.1
gene-SPN23F_RS09160	SPN23F_RS09160
cds-WP_000064115.1	WP_000064115.1
gene-SPN23F_RS09165	SPN23F_RS09165
cds-WP_000109957.1	WP_000109957.1
gene-SPN23F_RS09170	SPN23F_RS09170
cds-WP_307777729.1	WP_307777729.1
gene-SPN23F_RS12575	SPN23F_RS12575
cds-WP_048814460.1	WP_048814460.1
gene-SPN23F_RS09180	SPN23F_RS09180
cds-WP_000229339.1	WP_000229339.1
gene-SPN23F_RS09185	SPN23F_RS09185
cds-WP_000782429.1	WP_000782429.1
gene-SPN23F_RS09190	SPN23F_RS09190
cds-WP_000250870.1	WP_000250870.1
gene-SPN23F_RS09195	SPN23F_RS09195
cds-WP_001094994.1	WP_001094994.1
gene-SPN23F_RS09200	SPN23F_RS09200
cds-WP_001005881.1	WP_001005881.1
gene-SPN23F_RS09205	SPN23F_RS09205
cds-WP_001151646.1	WP_001151646.1
gene-SPN23F_RS09210	SPN23F_RS09210
cds-WP_000825665.1	WP_000825665.1
gene-SPN23F_RS09215	SPN23F_RS09215
cds-WP_000413347.1	WP_000413347.1
gene-SPN23F_RS09220	SPN23F_RS09220
cds-WP_000175876.1	WP_000175876.1
gene-SPN23F_RS09225	SPN23F_RS09225
cds-WP_000155434.1	WP_000155434.1
gene-SPN23F_RS09230	SPN23F_RS09230
cds-WP_000565006.1	WP_000565006.1
gene-SPN23F_RS09235	SPN23F_RS09235
cds-WP_000481756.1	WP_000481756.1
gene-SPN23F_RS09240	SPN23F_RS09240
cds-WP_000934017.1	WP_000934017.1
cds-SPN23F_RS12580	
gene-SPN23F_RS09245	trpA
cds-WP_001126993.1	WP_001126993.1
gene-SPN23F_RS09250	trpB
cds-WP_000331298.1	WP_000331298.1
gene-SPN23F_RS09255	SPN23F_RS09255
cds-WP_000169888.1	WP_000169888.1
gene-SPN23F_RS09260	trpC
cds-WP_000076548.1	WP_000076548.1
gene-SPN23F_RS09265	trpD
cds-WP_000658682.1	WP_000658682.1
gene-SPN23F_RS09270	SPN23F_RS09270
cds-WP_000601919.1	WP_000601919.1
gene-SPN23F_RS09275	trpE
cds-WP_000439654.1	WP_000439654.1
gene-SPN23F_RS13645	SPN23F_RS13645
cds-WP_001814313.1	WP_001814313.1
gene-SPN23F_RS09285	SPN23F_RS09285
cds-WP_000789949.1	WP_000789949.1
gene-SPN23F_RS09290	SPN23F_RS09290
cds-WP_000656286.1	WP_000656286.1
gene-SPN23F_RS09295	SPN23F_RS09295
cds-WP_000127552.1	WP_000127552.1
gene-SPN23F_RS09300	SPN23F_RS09300
cds-WP_001216179.1	WP_001216179.1
gene-SPN23F_RS09305	SPN23F_RS09305
cds-WP_000589142.1	WP_000589142.1
gene-SPN23F_RS09310	SPN23F_RS09310
cds-WP_000738372.1	WP_000738372.1
gene-SPN23F_RS09315	SPN23F_RS09315
cds-WP_000793807.1	WP_000793807.1
gene-SPN23F_RS09320	galE
cds-WP_000996558.1	WP_000996558.1
gene-SPN23F_RS09325	galT
cds-WP_000848802.1	WP_000848802.1
gene-SPN23F_RS09330	SPN23F_RS09330
cds-WP_000945327.1	WP_000945327.1
gene-SPN23F_RS13975	SPN23F_RS13975
cds-WP_001813172.1	WP_001813172.1
gene-SPN23F_RS09340	SPN23F_RS09340
cds-WP_000239022.1	WP_000239022.1
gene-SPN23F_RS09345	pfbA
cds-WP_010976622.1	WP_010976622.1
gene-SPN23F_RS09350	SPN23F_RS09350
cds-WP_001280260.1	WP_001280260.1
gene-SPN23F_RS09360	SPN23F_RS09360
cds-WP_001134492.1	WP_001134492.1
gene-SPN23F_RS09365	SPN23F_RS09365
cds-WP_000922204.1	WP_000922204.1
gene-SPN23F_RS09370	SPN23F_RS09370
cds-WP_001180173.1	WP_001180173.1
gene-SPN23F_RS09375	SPN23F_RS09375
cds-WP_000022608.1	WP_000022608.1
cds-SPN23F_RS09380	
cds-SPN23F_RS13320	
gene-SPN23F_RS09395	SPN23F_RS09395
cds-WP_000767469.1	WP_000767469.1
cds-SPN23F_RS12600	
gene-SPN23F_RS09400	SPN23F_RS09400
cds-WP_001810061.1	WP_001810061.1
gene-SPN23F_RS09405	SPN23F_RS09405
cds-WP_000770408.1	WP_000770408.1
gene-SPN23F_RS09410	SPN23F_RS09410
cds-WP_001194485.1	WP_001194485.1
gene-SPN23F_RS09415	SPN23F_RS09415
cds-WP_000372608.1	WP_000372608.1
gene-SPN23F_RS09420	dcm
cds-WP_000865861.1	WP_000865861.1
gene-SPN23F_RS09425	SPN23F_RS09425
cds-WP_000651211.1	WP_000651211.1
gene-SPN23F_RS09430	SPN23F_RS09430
cds-WP_000604338.1	WP_000604338.1
gene-SPN23F_RS09435	SPN23F_RS09435
cds-WP_000046998.1	WP_000046998.1
gene-SPN23F_RS09440	galR
cds-WP_000212522.1	WP_000212522.1
gene-SPN23F_RS09445	SPN23F_RS09445
cds-WP_000833735.1	WP_000833735.1
gene-SPN23F_RS09450	nmlR
cds-WP_001022629.1	WP_001022629.1
gene-SPN23F_RS09455	czcD
cds-WP_000645106.1	WP_000645106.1
gene-SPN23F_RS09460	sczA
cds-WP_000181689.1	WP_000181689.1
gene-SPN23F_RS09465	pnuC
cds-WP_000557779.1	WP_000557779.1
gene-SPN23F_RS09470	SPN23F_RS09470
cds-WP_000182976.1	WP_000182976.1
gene-SPN23F_RS09475	SPN23F_RS09475
cds-WP_000575210.1	WP_000575210.1
gene-SPN23F_RS09480	SPN23F_RS09480
cds-WP_000082879.1	WP_000082879.1
gene-SPN23F_RS09485	SPN23F_RS09485
cds-WP_000651443.1	WP_000651443.1
gene-SPN23F_RS09490	SPN23F_RS09490
cds-WP_000230153.1	WP_000230153.1
gene-SPN23F_RS09495	pepA
cds-WP_000209199.1	WP_000209199.1
gene-SPN23F_RS09500	galE
cds-WP_000167830.1	WP_000167830.1
gene-SPN23F_RS09505	SPN23F_RS09505
cds-WP_001108391.1	WP_001108391.1
gene-SPN23F_RS09510	SPN23F_RS09510
cds-WP_000777248.1	WP_000777248.1
gene-SPN23F_RS09515	SPN23F_RS09515
cds-WP_001193668.1	WP_001193668.1
gene-SPN23F_RS09520	SPN23F_RS09520
cds-WP_000764300.1	WP_000764300.1
gene-SPN23F_RS09525	SPN23F_RS09525
cds-WP_000858249.1	WP_000858249.1
gene-SPN23F_RS09530	yidD
cds-WP_000821640.1	WP_000821640.1
gene-SPN23F_RS09535	SPN23F_RS09535
cds-WP_001222228.1	WP_001222228.1
gene-SPN23F_RS09540	scpB
cds-WP_000105310.1	WP_000105310.1
gene-SPN23F_RS09545	SPN23F_RS09545
cds-WP_000351907.1	WP_000351907.1
gene-SPN23F_RS09550	xerD
cds-WP_001808689.1	WP_001808689.1
gene-SPN23F_RS09555	cbpB
cds-WP_000560725.1	WP_000560725.1
gene-SPN23F_RS09560	SPN23F_RS09560
cds-WP_001118962.1	WP_001118962.1
gene-SPN23F_RS09565	SPN23F_RS09565
cds-WP_012386884.1	WP_012386884.1
gene-SPN23F_RS09570	racE
cds-WP_000370376.1	WP_000370376.1
gene-SPN23F_RS09575	SPN23F_RS09575
cds-WP_000364990.1	WP_000364990.1
gene-SPN23F_RS09580	treC
cds-WP_000171211.1	WP_000171211.1
gene-SPN23F_RS09585	treP
cds-WP_000514317.1	WP_000514317.1
gene-SPN23F_RS09590	treR
cds-WP_000760670.1	WP_000760670.1
gene-SPN23F_RS09595	SPN23F_RS09595
cds-WP_000202629.1	WP_000202629.1
gene-SPN23F_RS09600	SPN23F_RS09600
cds-WP_001012089.1	WP_001012089.1
cds-SPN23F_RS09605	
gene-SPN23F_RS09610	SPN23F_RS09610
cds-WP_001291293.1	WP_001291293.1
gene-SPN23F_RS09615	SPN23F_RS09615
cds-WP_000159556.1	WP_000159556.1
gene-SPN23F_RS09620	oppC
cds-WP_000103700.1	WP_000103700.1
cds-SPN23F_RS09625	
gene-SPN23F_RS09635	SPN23F_RS09635
cds-WP_000742234.1	WP_000742234.1
gene-SPN23F_RS09640	SPN23F_RS09640
cds-WP_000835622.1	WP_000835622.1
gene-SPN23F_RS09645	gtfA
cds-WP_001122348.1	WP_001122348.1
gene-SPN23F_RS13980	SPN23F_RS13980
cds-WP_000692999.1	WP_000692999.1
gene-SPN23F_RS09655	SPN23F_RS09655
cds-WP_000806565.1	WP_000806565.1
gene-SPN23F_RS09660	SPN23F_RS09660
cds-WP_000757162.1	WP_000757162.1
gene-SPN23F_RS09665	SPN23F_RS09665
cds-WP_000455417.1	WP_000455417.1
gene-SPN23F_RS09670	SPN23F_RS09670
cds-WP_000538915.1	WP_000538915.1
gene-SPN23F_RS09675	SPN23F_RS09675
cds-WP_000959957.1	WP_000959957.1
gene-SPN23F_RS09680	birA
cds-WP_000844516.1	WP_000844516.1
cds-SPN23F_RS12620	
gene-SPN23F_RS09695	SPN23F_RS09695
gene-SPN23F_RS09700	SPN23F_RS09700
gene-SPN23F_RS09705	SPN23F_RS09705
gene-SPN23F_RS09710	SPN23F_RS09710
gene-SPN23F_RS09715	SPN23F_RS09715
gene-SPN23F_RS09720	SPN23F_RS09720
gene-SPN23F_RS09725	SPN23F_RS09725
gene-SPN23F_RS09730	SPN23F_RS09730
gene-SPN23F_RS09735	SPN23F_RS09735
gene-SPN23F_RS09740	SPN23F_RS09740
gene-SPN23F_RS09745	SPN23F_RS09745
gene-SPN23F_RS09750	SPN23F_RS09750
gene-SPN23F_RS09755	SPN23F_RS09755
gene-SPN23F_RS09760	SPN23F_RS09760
gene-SPN23F_RS09765	SPN23F_RS09765
gene-SPN23F_RS09770	SPN23F_RS09770
gene-SPN23F_RS09775	SPN23F_RS09775
gene-SPN23F_RS09780	rrf
gene-SPN23F_RS09785	SPN23F_RS09785
gene-SPN23F_RS09790	SPN23F_RS09790
gene-SPN23F_RS09795	SPN23F_RS09795
gene-SPN23F_RS09800	SPN23F_RS09800
gene-SPN23F_RS09805	rlmD
cds-WP_001050309.1	WP_001050309.1
gene-SPN23F_RS09810	recX
cds-WP_000705101.1	WP_000705101.1
gene-SPN23F_RS09815	SPN23F_RS09815
cds-WP_000775323.1	WP_000775323.1
gene-SPN23F_RS13450	SPN23F_RS13450
cds-WP_000775827.1	WP_000775827.1
cds-SPN23F_RS12630	
gene-SPN23F_RS09840	groL
cds-WP_000031573.1	WP_000031573.1
gene-SPN23F_RS09845	groES
cds-WP_000917299.1	WP_000917299.1
gene-SPN23F_RS09850	SPN23F_RS09850
cds-WP_000282443.1	WP_000282443.1
gene-SPN23F_RS09855	SPN23F_RS09855
cds-WP_001107758.1	WP_001107758.1
gene-SPN23F_RS09860	ytpR
cds-WP_000578313.1	WP_000578313.1
gene-SPN23F_RS09865	SPN23F_RS09865
cds-WP_000615767.1	WP_000615767.1
gene-SPN23F_RS09870	SPN23F_RS09870
cds-WP_001013974.1	WP_001013974.1
gene-SPN23F_RS13985	SPN23F_RS13985
cds-WP_223200442.1	WP_223200442.1
gene-SPN23F_RS09875	SPN23F_RS09875
cds-WP_000291826.1	WP_000291826.1
gene-SPN23F_RS09880	SPN23F_RS09880
cds-WP_000725749.1	WP_000725749.1
gene-SPN23F_RS09885	SPN23F_RS09885
cds-WP_000776589.1	WP_000776589.1
gene-SPN23F_RS09890	SPN23F_RS09890
cds-WP_000800947.1	WP_000800947.1
gene-SPN23F_RS09895	SPN23F_RS09895
cds-WP_000078805.1	WP_000078805.1
cds-SPN23F_RS13990	
gene-SPN23F_RS13995	SPN23F_RS13995
cds-WP_001826799.1	WP_001826799.1
cds-SPN23F_RS09915	
gene-SPN23F_RS09920	SPN23F_RS09920
cds-WP_000532876.1	WP_000532876.1
gene-SPN23F_RS09925	ply
cds-WP_001284359.1	WP_001284359.1
gene-SPN23F_RS09930	SPN23F_RS09930
cds-WP_000595762.1	WP_000595762.1
gene-SPN23F_RS09935	SPN23F_RS09935
cds-WP_000083614.1	WP_000083614.1
gene-SPN23F_RS09940	SPN23F_RS09940
cds-WP_000186955.1	WP_000186955.1
cds-SPN23F_RS12655	
gene-SPN23F_RS09955	SPN23F_RS09955
cds-WP_001209198.1	WP_001209198.1
gene-SPN23F_RS09960	SPN23F_RS09960
cds-WP_001111248.1	WP_001111248.1
gene-SPN23F_RS09965	SPN23F_RS09965
cds-WP_000890146.1	WP_000890146.1
gene-SPN23F_RS09970	SPN23F_RS09970
cds-WP_001101205.1	WP_001101205.1
gene-SPN23F_RS09975	SPN23F_RS09975
cds-WP_000204064.1	WP_000204064.1
gene-SPN23F_RS09980	SPN23F_RS09980
cds-WP_001814321.1	WP_001814321.1
gene-SPN23F_RS09985	SPN23F_RS09985
cds-WP_000366093.1	WP_000366093.1
gene-SPN23F_RS09990	SPN23F_RS09990
cds-WP_000289348.1	WP_000289348.1
gene-SPN23F_RS09995	lytA
cds-WP_000405240.1	WP_000405240.1
gene-SPN23F_RS10000	SPN23F_RS10000
cds-WP_001036278.1	WP_001036278.1
gene-SPN23F_RS10005	recA
cds-WP_001085462.1	WP_001085462.1
gene-SPN23F_RS10010	SPN23F_RS10010
cds-WP_000642705.1	WP_000642705.1
gene-SPN23F_RS10015	brpA
cds-WP_000239284.1	WP_000239284.1
gene-SPN23F_RS10020	SPN23F_RS10020
cds-WP_000455537.1	WP_000455537.1
gene-SPN23F_RS10025	tsaE
cds-WP_000288232.1	WP_000288232.1
gene-SPN23F_RS10030	SPN23F_RS10030
cds-WP_000839908.1	WP_000839908.1
gene-SPN23F_RS10035	SPN23F_RS10035
cds-WP_001093641.1	WP_001093641.1
gene-SPN23F_RS14140	SPN23F_RS14140
cds-WP_001227862.1	WP_001227862.1
gene-SPN23F_RS10045	pneA1
cds-WP_000181087.1	WP_000181087.1
gene-SPN23F_RS10050	pneA2
cds-WP_000786759.1	WP_000786759.1
gene-SPN23F_RS10055	SPN23F_RS10055
cds-WP_000875569.1	WP_000875569.1
gene-SPN23F_RS10060	SPN23F_RS10060
cds-WP_001033170.1	WP_001033170.1
gene-SPN23F_RS10065	SPN23F_RS10065
cds-WP_000912954.1	WP_000912954.1
gene-SPN23F_RS10070	SPN23F_RS10070
cds-WP_000701298.1	WP_000701298.1
gene-SPN23F_RS10075	SPN23F_RS10075
cds-WP_000699969.1	WP_000699969.1
gene-SPN23F_RS10080	SPN23F_RS10080
cds-WP_000078794.1	WP_000078794.1
gene-SPN23F_RS10085	SPN23F_RS10085
cds-WP_000571415.1	WP_000571415.1
gene-SPN23F_RS10095	ndk
cds-WP_000438285.1	WP_000438285.1
gene-SPN23F_RS10100	rpoC
cds-WP_000228756.1	WP_000228756.1
gene-SPN23F_RS10105	rpoB
cds-WP_000907135.1	WP_000907135.1
gene-SPN23F_RS10110	SPN23F_RS10110
gene-SPN23F_RS10115	SPN23F_RS10115
cds-WP_000390046.1	WP_000390046.1
gene-SPN23F_RS10120	endA
cds-WP_001036779.1	WP_001036779.1
gene-SPN23F_RS10125	SPN23F_RS10125
cds-WP_001036519.1	WP_001036519.1
gene-SPN23F_RS10130	murA
cds-WP_000358033.1	WP_000358033.1
gene-SPN23F_RS10135	SPN23F_RS10135
cds-WP_000615437.1	WP_000615437.1
gene-SPN23F_RS10140	SPN23F_RS10140
cds-WP_000727280.1	WP_000727280.1
gene-SPN23F_RS10145	coaD
cds-WP_001280766.1	WP_001280766.1
gene-SPN23F_RS10150	rsmD
cds-WP_000706960.1	WP_000706960.1
gene-SPN23F_RS10155	asnA
cds-WP_000747993.1	WP_000747993.1
gene-SPN23F_RS10165	SPN23F_RS10165
cds-WP_001016913.1	WP_001016913.1
gene-SPN23F_RS10170	SPN23F_RS10170
cds-WP_000152701.1	WP_000152701.1
gene-SPN23F_RS10175	SPN23F_RS10175
cds-WP_001174613.1	WP_001174613.1
gene-SPN23F_RS10180	yidC
cds-WP_000835948.1	WP_000835948.1
gene-SPN23F_RS10185	pflA
cds-WP_001288287.1	WP_001288287.1
gene-SPN23F_RS10190	SPN23F_RS10190
cds-WP_000856523.1	WP_000856523.1
gene-SPN23F_RS10195	purR
cds-WP_001809310.1	WP_001809310.1
gene-SPN23F_RS10200	SPN23F_RS10200
cds-WP_000703180.1	WP_000703180.1
gene-SPN23F_RS10205	rmuC
cds-WP_000444687.1	WP_000444687.1
gene-SPN23F_RS10210	SPN23F_RS10210
cds-WP_000006144.1	WP_000006144.1
gene-SPN23F_RS10215	rpe
cds-WP_000085026.1	WP_000085026.1
gene-SPN23F_RS10220	rsgA
cds-WP_001161981.1	WP_001161981.1
gene-SPN23F_RS10225	rsmA
cds-WP_001216856.1	WP_001216856.1
gene-SPN23F_RS10230	SPN23F_RS10230
cds-WP_000333253.1	WP_000333253.1
gene-SPN23F_RS10235	SPN23F_RS10235
cds-WP_000565531.1	WP_000565531.1
gene-SPN23F_RS10240	SPN23F_RS10240
cds-WP_000825254.1	WP_000825254.1
gene-SPN23F_RS10245	SPN23F_RS10245
cds-WP_000815392.1	WP_000815392.1
gene-SPN23F_RS10250	SPN23F_RS10250
cds-WP_000904834.1	WP_000904834.1
gene-SPN23F_RS10255	rnmV
cds-WP_000660009.1	WP_000660009.1
gene-SPN23F_RS10260	SPN23F_RS10260
cds-WP_000575597.1	WP_000575597.1
cds-SPN23F_RS10265	
gene-SPN23F_RS10270	rpmH
cds-WP_000831905.1	WP_000831905.1
gene-SPN23F_RS10275	SPN23F_RS10275
cds-WP_000666469.1	WP_000666469.1
gene-SPN23F_RS10280	SPN23F_RS10280
cds-WP_000977368.1	WP_000977368.1
gene-SPN23F_RS10285	SPN23F_RS10285
cds-WP_000079148.1	WP_000079148.1
gene-SPN23F_RS10290	SPN23F_RS10290
cds-WP_000453143.1	WP_000453143.1
gene-SPN23F_RS10295	SPN23F_RS10295
cds-WP_001124777.1	WP_001124777.1
gene-SPN23F_RS10300	ccpA
cds-WP_000990607.1	WP_000990607.1
gene-SPN23F_RS10305	SPN23F_RS10305
cds-WP_000866719.1	WP_000866719.1
gene-SPN23F_RS10310	SPN23F_RS10310
cds-WP_000893500.1	WP_000893500.1
gene-SPN23F_RS10315	SPN23F_RS10315
cds-WP_000832916.1	WP_000832916.1
gene-SPN23F_RS10320	SPN23F_RS10320
cds-WP_001055978.1	WP_001055978.1
gene-SPN23F_RS10325	SPN23F_RS10325
cds-WP_000820189.1	WP_000820189.1
cds-SPN23F_RS14000	
gene-SPN23F_RS10335	SPN23F_RS10335
gene-SPN23F_RS10340	SPN23F_RS10340
gene-SPN23F_RS10345	SPN23F_RS10345
gene-SPN23F_RS10350	SPN23F_RS10350
gene-SPN23F_RS10355	SPN23F_RS10355
gene-SPN23F_RS10360	SPN23F_RS10360
gene-SPN23F_RS10365	SPN23F_RS10365
gene-SPN23F_RS10370	SPN23F_RS10370
gene-SPN23F_RS10375	SPN23F_RS10375
gene-SPN23F_RS10380	rrf
gene-SPN23F_RS10385	SPN23F_RS10385
gene-SPN23F_RS10390	SPN23F_RS10390
gene-SPN23F_RS10395	SPN23F_RS10395
gene-SPN23F_RS10400	SPN23F_RS10400
gene-SPN23F_RS10405	SPN23F_RS10405
cds-WP_000588897.1-2	WP_000588897.1
gene-SPN23F_RS10410	nusG
cds-WP_000376736.1	WP_000376736.1
gene-SPN23F_RS10415	secE
cds-WP_001210991.1	WP_001210991.1
gene-SPN23F_RS10420	rpmG
cds-WP_001809375.1	WP_001809375.1
gene-SPN23F_RS10425	pbp2a
cds-WP_000762607.1	WP_000762607.1
gene-SPN23F_RS10430	SPN23F_RS10430
cds-WP_001861296.1	WP_001861296.1
gene-SPN23F_RS10435	gap
cds-WP_000260685.1	WP_000260685.1
cds-SPN23F_RS10440	
cds-SPN23F_RS12695	
gene-SPN23F_RS10455	nadC
cds-WP_000022748.1	WP_000022748.1
